driver_id,first_name,last_name,full_name,email,phone,city,state,market,cdl_type,vehicle_type,experience,status,rating,total_deliveries,total_routes_completed,on_time_percentage,completion_rate,background_check,drug_screen,mvr_status,fully_cleared,hourly_rate_usd,total_deployments,date_joined,last_active,available_from,fedex_isp_experience,willing_to_relocate,notes
RR-00499,Rebecca,Bryant,Rebecca Bryant,rebecca_bryant@gmail.com,(696) 368-8724,Phoenix,AZ,"Phoenix, AZ",CDL-B,Cargo Van,7-10 Years,CLEARED,4.1,2223,550,88.9,94.0,PENDING,PENDING,MINOR_VIOLATION,NO,22.67,11,2026-02-06,2026-03-23,2026-04-18,YES,YES,
RR-00500,Eduardo,Ramirez,Eduardo Ramirez,eduardo_ramirez@yahoo.com,(660) 774-8005,Las Vegas,NV,"Las Vegas, NV",CDL-A,Sprinter Van,2-3 Years,IN_REVIEW,5.0,570,133,89.6,94.5,PASSED,PENDING,CLEAN,NO,34.92,11,2025-06-23,2026-03-14,2026-04-15,YES,YES,
RR-00501,Walter,Nelson,Walter Nelson,nelson.w@gmail.com,(573) 556-5591,Seattle,WA,"Seattle, WA",CDL-B,Step Van,5-7 Years,MATCHING,5.0,1822,440,92.8,95.1,PASSED,PASSED,MINOR_VIOLATION,YES,25.75,13,2025-04-11,2026-04-03,2026-04-13,NO,YES,
RR-00502,Amber,Barnes,Amber Barnes,barnes.a@icloud.com,(571) 507-1611,Tampa,FL,"Tampa, FL",CDL-B,Sprinter Van,3-5 Years,IN_REVIEW,4.3,562,181,89.3,97.2,PASSED,PENDING,CLEAN,NO,20.06,9,2025-12-02,2026-03-18,2026-04-16,YES,NO,
RR-00503,Nathan,Gray,Nathan Gray,nathan_gray@hotmail.com,(874) 566-7221,San Francisco,CA,"San Francisco, CA",CDL-B,Box Truck,2-3 Years,CLEARED,3.2,1661,153,99.6,93.5,PASSED,PASSED,CLEAN,YES,20.56,8,2025-08-03,2026-03-30,2026-04-05,YES,YES,
RR-00504,Floyd,Howard,Floyd Howard,floyd.howard@icloud.com,(470) 399-3970,Las Vegas,NV,"Las Vegas, NV",CDL-A,Cargo Van,7-10 Years,CLEARED,4.2,1015,453,97.2,93.6,PASSED,PASSED,CLEAN,YES,26.37,3,2025-10-19,2026-03-29,2026-04-15,NO,NO,
RR-00505,Courtney,Martinez,Courtney Martinez,courtney325@hotmail.com,(530) 851-9666,San Antonio,TX,"San Antonio, TX",CDL-A,Step Van,7-10 Years,STANDBY,4.8,581,296,90.9,97.1,PASSED,PASSED,CLEAN,YES,29.81,12,2025-06-28,2026-03-30,2026-04-11,NO,NO,
RR-00506,James,Brooks,James Brooks,james_brooks@icloud.com,(448) 792-6474,Kansas City,MO,"Kansas City, MO",CDL-B,Step Van,10+ Years,CLEARED,3.9,724,24,88.1,93.3,PASSED,PENDING,CLEAN,NO,17.64,4,2025-05-06,2026-03-25,2026-04-12,YES,NO,
RR-00507,Amber,Johnson,Amber Johnson,amber.johnson@hotmail.com,(634) 297-3370,Indianapolis,IN,"Indianapolis, IN",CDL-B,Box Truck,7-10 Years,STANDBY,4.9,31,215,97.4,94.4,PENDING,PASSED,MINOR_VIOLATION,NO,26.66,3,2025-06-18,2026-03-28,2026-04-19,NO,NO,
RR-00508,Emily,Sanders,Emily Sanders,sanders.e@gmail.com,(243) 950-8191,Chicago,IL,"Chicago, IL",CDL-B,Step Van,5-7 Years,CLEARED,4.7,18,249,99.3,99.6,PASSED,PENDING,CLEAN,NO,19.83,15,2025-06-01,2026-04-01,2026-04-06,YES,NO,
RR-00509,Felicia,Clark,Felicia Clark,felicia.clark@hotmail.com,(939) 454-6546,Dallas,TX,"Dallas, TX",CDL-B,Cargo Van,7-10 Years,CLEARED,4.7,2243,703,95.4,92.6,PASSED,PASSED,CLEAN,YES,26.23,0,2025-11-18,2026-03-18,2026-04-08,YES,NO,
RR-00510,Danielle,Lewis,Danielle Lewis,danielle_lewis@yahoo.com,(290) 867-3838,Phoenix,AZ,"Phoenix, AZ",CDL-B,Sprinter Van,10+ Years,CLEARED,3.8,204,748,95.4,92.1,PASSED,PASSED,CLEAN,YES,21.5,3,2025-06-22,2026-04-05,2026-04-15,YES,NO,
RR-00511,Emily,Jones,Emily Jones,emily_jones@icloud.com,(497) 609-4024,Miami,FL,"Miami, FL",CDL-A,Cargo Van,1-2 Years,MATCHING,3.3,1043,733,93.5,99.5,PASSED,PENDING,MINOR_VIOLATION,NO,23.99,12,2025-10-08,2026-03-31,2026-04-05,YES,YES,
RR-00512,Tyler,Scott,Tyler Scott,scott.t@yahoo.com,(342) 769-6272,Memphis,TN,"Memphis, TN",CDL-A,Step Van,3-5 Years,STANDBY,4.2,696,516,90.1,95.4,PASSED,PASSED,CLEAN,YES,34.98,4,2025-08-04,2026-03-10,2026-04-19,YES,NO,
RR-00513,Megan,Johnson,Megan Johnson,megan_johnson@gmail.com,(604) 488-1037,Kansas City,MO,"Kansas City, MO",CDL-B,Sprinter Van,1-2 Years,CLEARED,3.7,296,130,89.3,94.7,PENDING,PASSED,CLEAN,NO,17.11,15,2025-11-22,2026-04-03,2026-04-08,YES,NO,
RR-00514,Elena,Kelly,Elena Kelly,kelly.e@hotmail.com,(726) 542-3576,Miami,FL,"Miami, FL",CDL-A,Step Van,10+ Years,MATCHING,4.2,1766,743,89.2,99.1,PASSED,PASSED,CLEAN,YES,27.86,9,2025-10-16,2026-03-18,2026-04-16,NO,NO,
RR-00515,Tanya,Morris,Tanya Morris,morris.t@gmail.com,(278) 789-9287,Indianapolis,IN,"Indianapolis, IN",CDL-A,Step Van,5-7 Years,CLEARED,5.0,1771,800,91.3,96.5,PASSED,PASSED,CLEAN,YES,26.66,4,2025-10-17,2026-03-20,2026-04-10,NO,NO,
RR-00516,Chelsea,Young,Chelsea Young,chelsea.young@gmail.com,(629) 328-3178,New Orleans,LA,"New Orleans, LA",CDL-A,Step Van,7-10 Years,STANDBY,4.9,773,716,99.6,92.0,PASSED,PENDING,CLEAN,NO,28.93,3,2025-07-14,2026-03-27,2026-04-18,NO,NO,
RR-00517,Cheryl,Baker,Cheryl Baker,baker.c@icloud.com,(449) 658-9360,Los Angeles,CA,"Los Angeles, CA",CDL-B,Cargo Van,2-3 Years,STANDBY,4.3,1843,317,93.8,96.3,PENDING,PASSED,MINOR_VIOLATION,NO,17.5,11,2025-07-17,2026-04-03,2026-04-18,NO,NO,
RR-00518,Fernando,Robinson,Fernando Robinson,fernando_robinson@outlook.com,(221) 852-2692,Portland,OR,"Portland, OR",CDL-B,Box Truck,1-2 Years,MATCHING,4.1,612,31,98.7,96.3,PASSED,PASSED,CLEAN,YES,22.26,5,2025-07-30,2026-03-29,2026-04-08,YES,NO,
RR-00519,Courtney,Gray,Courtney Gray,courtney.gray@gmail.com,(997) 944-1933,Detroit,MI,"Detroit, MI",CDL-A,Step Van,2-3 Years,CLEARED,4.4,744,634,94.3,96.1,PASSED,PENDING,CLEAN,NO,34.36,12,2025-07-16,2026-03-22,2026-04-17,YES,NO,
RR-00520,Brittany,Long,Brittany Long,brittany.long@hotmail.com,(650) 840-9482,Phoenix,AZ,"Phoenix, AZ",CDL-B,Step Van,10+ Years,MATCHING,4.3,308,80,89.7,98.4,PENDING,PENDING,MINOR_VIOLATION,NO,22.14,3,2025-12-28,2026-04-03,2026-04-07,YES,YES,
RR-00521,Crystal,Edwards,Crystal Edwards,crystal_edwards@outlook.com,(428) 599-6032,Houston,TX,"Houston, TX",CDL-A,Step Van,3-5 Years,MATCHING,5.0,1027,322,94.6,96.7,PENDING,PENDING,CLEAN,NO,31.57,5,2025-04-23,2026-03-07,2026-04-10,NO,NO,
RR-00522,Clarence,Cox,Clarence Cox,clarence498@icloud.com,(891) 353-8407,Houston,TX,"Houston, TX",CDL-B,Box Truck,3-5 Years,MATCHING,5.0,1751,400,93.4,93.7,PENDING,PASSED,CLEAN,NO,19.72,12,2026-02-01,2026-03-24,2026-04-15,YES,YES,
RR-00523,Crystal,Hughes,Crystal Hughes,crystal942@outlook.com,(828) 988-6240,Phoenix,AZ,"Phoenix, AZ",CDL-B,Step Van,7-10 Years,MATCHING,5.0,182,360,92.2,92.7,PASSED,PENDING,MINOR_VIOLATION,NO,21.57,7,2025-07-20,2026-03-16,2026-04-16,NO,NO,
RR-00524,Emily,Davis,Emily Davis,emily.davis@outlook.com,(398) 989-3677,Charlotte,NC,"Charlotte, NC",CDL-A,Step Van,7-10 Years,MATCHING,4.1,1508,32,99.0,95.7,PASSED,PENDING,CLEAN,NO,29.89,11,2025-09-26,2026-03-25,2026-04-14,YES,YES,
RR-00525,Shanice,Bell,Shanice Bell,shanice_bell@hotmail.com,(899) 980-8569,Las Vegas,NV,"Las Vegas, NV",CDL-B,Step Van,3-5 Years,IN_REVIEW,4.6,1839,135,98.4,94.9,PASSED,PASSED,CLEAN,YES,17.7,8,2025-04-18,2026-03-19,2026-04-11,YES,NO,
RR-00526,Sean,Lopez,Sean Lopez,lopez.s@hotmail.com,(622) 789-6281,Denver,CO,"Denver, CO",CDL-A,Box Truck,3-5 Years,IN_REVIEW,3.0,1873,238,94.2,99.7,PASSED,PASSED,MINOR_VIOLATION,YES,30.31,15,2025-11-18,2026-03-13,2026-04-11,YES,YES,
RR-00527,Chelsea,Bryant,Chelsea Bryant,chelsea_bryant@outlook.com,(572) 909-2782,Memphis,TN,"Memphis, TN",CDL-A,Step Van,3-5 Years,STANDBY,5.0,14,549,97.5,97.2,PASSED,PASSED,MINOR_VIOLATION,YES,23.97,3,2026-03-04,2026-03-27,2026-04-19,YES,NO,
RR-00528,Michael,Young,Michael Young,michael_young@gmail.com,(905) 884-9963,Charlotte,NC,"Charlotte, NC",CDL-B,Box Truck,7-10 Years,IN_REVIEW,4.2,669,249,99.4,94.6,PASSED,PASSED,CLEAN,YES,18.65,2,2025-05-02,2026-03-13,2026-04-17,YES,YES,
RR-00529,Matthew,Thompson,Matthew Thompson,matthew_thompson@yahoo.com,(322) 742-6557,Houston,TX,"Houston, TX",CDL-B,Box Truck,5-7 Years,STANDBY,3.1,910,101,91.7,96.3,PASSED,PASSED,CLEAN,YES,19.46,9,2025-12-26,2026-03-23,2026-04-06,NO,YES,
RR-00530,Amber,Mitchell,Amber Mitchell,amber78@gmail.com,(913) 443-5301,Atlanta,GA,"Atlanta, GA",CDL-A,Cargo Van,5-7 Years,STANDBY,4.7,2060,52,96.2,95.3,PASSED,PASSED,CLEAN,YES,31.41,15,2025-09-28,2026-04-04,2026-04-10,YES,YES,
RR-00531,Tiffany,Bell,Tiffany Bell,tiffany746@outlook.com,(588) 308-6209,Tampa,FL,"Tampa, FL",CDL-B,Cargo Van,3-5 Years,CLEARED,4.9,4,283,97.9,94.0,PASSED,PASSED,CLEAN,YES,18.03,8,2025-12-26,2026-03-18,2026-04-09,YES,NO,
RR-00532,Melissa,Robinson,Melissa Robinson,melissa.robinson@icloud.com,(219) 969-5487,Kansas City,MO,"Kansas City, MO",CDL-A,Box Truck,2-3 Years,MATCHING,4.8,521,680,89.4,93.5,PASSED,PASSED,CLEAN,YES,28.79,12,2025-06-20,2026-04-05,2026-04-12,YES,NO,
RR-00533,Rosa,Bennett,Rosa Bennett,rosa.bennett@icloud.com,(696) 493-9955,Atlanta,GA,"Atlanta, GA",CDL-A,Box Truck,7-10 Years,STANDBY,3.5,1834,144,99.5,97.6,PASSED,PENDING,CLEAN,NO,25.11,13,2025-09-10,2026-03-21,2026-04-09,YES,NO,
RR-00534,Hannah,Martin,Hannah Martin,hannah.martin@outlook.com,(770) 252-8942,Chicago,IL,"Chicago, IL",CDL-A,Sprinter Van,10+ Years,IN_REVIEW,4.6,132,26,95.8,96.3,PENDING,PASSED,CLEAN,NO,33.82,13,2025-06-22,2026-03-19,2026-04-16,YES,NO,
RR-00535,Andre,Gonzalez,Andre Gonzalez,gonzalez.a@hotmail.com,(690) 727-8005,San Antonio,TX,"San Antonio, TX",CDL-A,Box Truck,7-10 Years,MATCHING,5.0,866,579,93.4,96.9,PASSED,PASSED,CLEAN,YES,30.31,12,2025-08-31,2026-03-22,2026-04-17,NO,NO,
RR-00536,Clifton,Kelly,Clifton Kelly,kelly.c@outlook.com,(534) 259-8242,Atlanta,GA,"Atlanta, GA",CDL-B,Cargo Van,7-10 Years,STANDBY,5.0,996,66,96.2,95.8,PASSED,PASSED,CLEAN,YES,25.89,11,2025-06-07,2026-03-30,2026-04-11,NO,NO,
RR-00537,Joshua,Watson,Joshua Watson,joshua.watson@yahoo.com,(833) 704-6099,New York,NY,"New York, NY",CDL-A,Sprinter Van,10+ Years,STANDBY,4.7,1082,618,96.3,95.0,PASSED,PENDING,CLEAN,NO,33.44,15,2025-05-14,2026-03-11,2026-04-15,YES,NO,
RR-00538,Eduardo,Campbell,Eduardo Campbell,campbell.e@hotmail.com,(277) 455-9806,Indianapolis,IN,"Indianapolis, IN",CDL-B,Step Van,5-7 Years,MATCHING,3.2,1075,436,98.2,98.9,PENDING,PASSED,CLEAN,NO,24.64,6,2026-02-09,2026-03-11,2026-04-19,YES,NO,
RR-00539,Rhonda,Powell,Rhonda Powell,powell.r@hotmail.com,(971) 521-1074,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Cargo Van,1-2 Years,MATCHING,4.2,1755,747,96.7,92.4,PENDING,PASSED,CLEAN,NO,21.21,1,2025-09-03,2026-04-01,2026-04-06,NO,NO,
RR-00540,Jeremy,Allen,Jeremy Allen,jeremy980@hotmail.com,(255) 854-3454,Memphis,TN,"Memphis, TN",CDL-B,Box Truck,2-3 Years,STANDBY,3.3,648,467,93.3,99.3,PASSED,PASSED,CLEAN,YES,27.83,12,2026-01-03,2026-03-19,2026-04-07,NO,NO,
RR-00541,Darius,Clark,Darius Clark,darius.clark@yahoo.com,(547) 233-9325,Chicago,IL,"Chicago, IL",CDL-A,Sprinter Van,10+ Years,CLEARED,4.9,1778,154,91.6,92.5,PASSED,PASSED,MINOR_VIOLATION,YES,27.79,1,2026-03-01,2026-03-27,2026-04-16,YES,YES,
RR-00542,Emily,Wilson,Emily Wilson,emily666@outlook.com,(814) 345-9575,Tampa,FL,"Tampa, FL",CDL-B,Box Truck,2-3 Years,MATCHING,4.8,637,133,96.0,94.4,PASSED,PASSED,CLEAN,YES,21.9,15,2025-12-20,2026-03-28,2026-04-11,YES,NO,
RR-00543,Aisha,Torres,Aisha Torres,aisha723@yahoo.com,(592) 938-4727,New York,NY,"New York, NY",CDL-B,Box Truck,3-5 Years,IN_REVIEW,4.6,1651,608,89.4,94.0,PENDING,PASSED,CLEAN,NO,21.12,11,2026-01-01,2026-03-30,2026-04-09,YES,NO,
RR-00544,Ebony,Harris,Ebony Harris,harris.e@gmail.com,(874) 503-1057,Detroit,MI,"Detroit, MI",CDL-A,Sprinter Van,2-3 Years,STANDBY,3.4,1283,690,98.0,97.4,PASSED,PENDING,MINOR_VIOLATION,NO,27.37,7,2025-04-09,2026-03-20,2026-04-19,YES,NO,
RR-00545,Sofia,Powell,Sofia Powell,powell.s@yahoo.com,(320) 771-1547,Los Angeles,CA,"Los Angeles, CA",CDL-B,Cargo Van,10+ Years,CLEARED,3.3,227,589,93.4,97.5,PASSED,PENDING,CLEAN,NO,21.55,3,2025-04-17,2026-03-09,2026-04-10,YES,YES,
RR-00546,Brian,Gray,Brian Gray,brian.gray@outlook.com,(882) 323-9145,Pittsburgh,PA,"Pittsburgh, PA",CDL-B,Box Truck,1-2 Years,STANDBY,4.2,2365,565,92.4,96.3,PASSED,PASSED,CLEAN,YES,23.62,6,2025-05-02,2026-03-16,2026-04-16,YES,NO,
RR-00547,Nicole,James,Nicole James,nicole.james@hotmail.com,(547) 525-3454,Pittsburgh,PA,"Pittsburgh, PA",CDL-A,Box Truck,2-3 Years,STANDBY,3.0,1744,30,94.3,94.7,PASSED,PENDING,CLEAN,NO,25.99,13,2025-11-24,2026-03-16,2026-04-08,YES,YES,
RR-00548,Travis,Torres,Travis Torres,travis.torres@gmail.com,(763) 746-6100,Kansas City,MO,"Kansas City, MO",CDL-B,Step Van,10+ Years,CLEARED,3.5,1165,17,88.3,92.8,PASSED,PASSED,CLEAN,YES,17.88,12,2025-10-25,2026-03-29,2026-04-19,YES,YES,
RR-00549,Jerome,King,Jerome King,king.j@icloud.com,(915) 476-1635,Atlanta,GA,"Atlanta, GA",CDL-A,Step Van,10+ Years,CLEARED,3.8,811,700,98.1,96.7,PASSED,PASSED,CLEAN,YES,31.27,6,2025-09-20,2026-04-02,2026-04-12,YES,NO,
RR-00550,Danielle,Turner,Danielle Turner,danielle.turner@gmail.com,(969) 371-4018,Washington,DC,"Washington, DC",CDL-A,Step Van,1-2 Years,STANDBY,5.0,1435,320,96.8,96.7,PASSED,PASSED,MINOR_VIOLATION,YES,31.95,13,2025-08-26,2026-03-07,2026-04-15,YES,YES,
RR-00551,Robert,Ward,Robert Ward,ward.r@icloud.com,(472) 446-3214,Portland,OR,"Portland, OR",CDL-A,Cargo Van,7-10 Years,MATCHING,4.7,1682,632,89.8,95.8,PASSED,PASSED,MINOR_VIOLATION,YES,34.74,4,2025-08-27,2026-03-30,2026-04-06,YES,YES,
RR-00552,Devin,Brooks,Devin Brooks,devin_brooks@hotmail.com,(614) 550-6296,Seattle,WA,"Seattle, WA",CDL-A,Step Van,3-5 Years,MATCHING,4.7,1377,792,92.1,92.3,PASSED,PASSED,MINOR_VIOLATION,YES,26.5,7,2025-12-02,2026-03-15,2026-04-11,NO,YES,
RR-00553,Yolanda,Patterson,Yolanda Patterson,yolanda436@yahoo.com,(480) 728-5988,Kansas City,MO,"Kansas City, MO",CDL-A,Cargo Van,7-10 Years,STANDBY,5.0,1204,229,97.4,94.0,PENDING,PASSED,CLEAN,NO,26.65,9,2025-06-30,2026-04-01,2026-04-05,NO,NO,
RR-00554,Earnest,Butler,Earnest Butler,butler.e@icloud.com,(569) 731-6319,Boston,MA,"Boston, MA",CDL-A,Box Truck,10+ Years,MATCHING,3.0,103,677,96.7,92.1,PASSED,PENDING,CLEAN,NO,29.21,6,2026-02-02,2026-03-28,2026-04-14,YES,NO,
RR-00555,Brittany,Jenkins,Brittany Jenkins,brittany_jenkins@gmail.com,(396) 400-2092,New York,NY,"New York, NY",CDL-B,Box Truck,7-10 Years,STANDBY,4.1,2333,682,93.9,92.6,PASSED,PASSED,CLEAN,YES,25.02,9,2025-04-15,2026-03-13,2026-04-15,YES,NO,
RR-00556,Raymond,Reed,Raymond Reed,raymond_reed@icloud.com,(576) 355-9042,Chicago,IL,"Chicago, IL",CDL-A,Box Truck,2-3 Years,CLEARED,4.1,216,775,88.2,97.9,PENDING,PASSED,CLEAN,NO,31.89,0,2025-07-17,2026-03-14,2026-04-06,YES,NO,
RR-00557,Rachel,Perry,Rachel Perry,perry.r@icloud.com,(814) 231-2593,Miami,FL,"Miami, FL",CDL-B,Box Truck,7-10 Years,CLEARED,4.6,1327,481,97.7,98.9,PASSED,PENDING,MINOR_VIOLATION,NO,23.84,1,2026-02-08,2026-03-10,2026-04-18,YES,NO,
RR-00558,Kevin,Lewis,Kevin Lewis,kevin_lewis@hotmail.com,(644) 756-4070,Washington,DC,"Washington, DC",CDL-B,Box Truck,1-2 Years,MATCHING,4.9,1642,670,97.2,100.0,PASSED,PASSED,CLEAN,YES,22.18,5,2025-07-08,2026-04-04,2026-04-19,YES,NO,
RR-00559,Heather,Powell,Heather Powell,powell.h@yahoo.com,(593) 729-5681,Indianapolis,IN,"Indianapolis, IN",CDL-B,Cargo Van,7-10 Years,IN_REVIEW,4.4,16,11,88.5,99.8,PENDING,PASSED,CLEAN,NO,26.44,15,2026-01-25,2026-03-27,2026-04-05,YES,NO,
RR-00560,Amanda,Evans,Amanda Evans,amanda.evans@yahoo.com,(204) 799-7083,Cleveland,OH,"Cleveland, OH",CDL-B,Step Van,1-2 Years,STANDBY,3.9,1109,201,91.5,97.7,PASSED,PENDING,CLEAN,NO,25.96,3,2025-07-26,2026-03-29,2026-04-14,NO,YES,
RR-00561,Vanessa,Bailey,Vanessa Bailey,vanessa_bailey@hotmail.com,(463) 754-9827,New York,NY,"New York, NY",CDL-B,Cargo Van,10+ Years,STANDBY,4.8,2131,311,89.8,92.8,PASSED,PASSED,MINOR_VIOLATION,YES,20.68,11,2025-12-04,2026-03-25,2026-04-06,YES,NO,
RR-00562,Tyler,Gonzalez,Tyler Gonzalez,tyler.gonzalez@outlook.com,(466) 362-4464,Charlotte,NC,"Charlotte, NC",CDL-B,Cargo Van,10+ Years,IN_REVIEW,4.2,374,16,96.9,99.8,PENDING,PASSED,CLEAN,NO,21.32,13,2025-08-12,2026-03-08,2026-04-14,YES,YES,
RR-00563,Rachel,Williams,Rachel Williams,rachel_williams@hotmail.com,(586) 537-5133,Miami,FL,"Miami, FL",CDL-B,Cargo Van,10+ Years,CLEARED,3.9,495,194,96.6,99.3,PASSED,PASSED,MINOR_VIOLATION,YES,19.46,0,2025-08-15,2026-04-04,2026-04-08,YES,NO,
RR-00564,Leroy,Thompson,Leroy Thompson,leroy639@hotmail.com,(312) 888-3863,Los Angeles,CA,"Los Angeles, CA",CDL-B,Box Truck,2-3 Years,STANDBY,5.0,453,537,94.0,97.8,PASSED,PASSED,CLEAN,YES,24.04,15,2025-04-18,2026-03-20,2026-04-19,YES,NO,
RR-00565,Kayla,Adams,Kayla Adams,kayla43@gmail.com,(878) 304-4870,Philadelphia,PA,"Philadelphia, PA",CDL-B,Step Van,2-3 Years,CLEARED,5.0,1200,502,96.1,96.4,PASSED,PENDING,CLEAN,NO,19.84,11,2026-02-14,2026-03-25,2026-04-17,NO,YES,
RR-00566,Clarence,Perez,Clarence Perez,clarence563@icloud.com,(688) 539-9596,Nashville,TN,"Nashville, TN",CDL-A,Step Van,1-2 Years,MATCHING,3.7,1519,157,91.4,97.6,PASSED,PASSED,CLEAN,YES,31.38,1,2025-04-16,2026-03-11,2026-04-07,NO,NO,
RR-00567,Marvin,Watson,Marvin Watson,marvin.watson@gmail.com,(811) 351-1015,Charlotte,NC,"Charlotte, NC",CDL-A,Cargo Van,10+ Years,MATCHING,3.1,2011,744,96.6,93.3,PASSED,PASSED,CLEAN,YES,24.68,11,2025-06-15,2026-03-10,2026-04-17,YES,YES,
RR-00568,Earnest,Gonzalez,Earnest Gonzalez,earnest.gonzalez@yahoo.com,(880) 816-8048,Detroit,MI,"Detroit, MI",CDL-A,Box Truck,5-7 Years,MATCHING,4.6,1694,248,98.6,94.1,PENDING,PASSED,CLEAN,NO,22.69,8,2026-02-11,2026-03-22,2026-04-08,YES,YES,
RR-00569,Rhonda,Taylor,Rhonda Taylor,rhonda.taylor@yahoo.com,(342) 479-8845,Memphis,TN,"Memphis, TN",CDL-A,Sprinter Van,10+ Years,CLEARED,4.2,802,732,89.9,96.4,PASSED,PASSED,CLEAN,YES,25.54,13,2025-04-11,2026-03-12,2026-04-06,YES,NO,
RR-00570,Nathan,Perez,Nathan Perez,nathan.perez@yahoo.com,(820) 833-5401,Seattle,WA,"Seattle, WA",CDL-B,Cargo Van,2-3 Years,MATCHING,3.9,2290,395,90.1,95.6,PASSED,PASSED,CLEAN,YES,20.48,0,2025-07-22,2026-03-11,2026-04-14,YES,NO,
RR-00571,Rachel,Lee,Rachel Lee,rachel489@gmail.com,(420) 495-5690,Cincinnati,OH,"Cincinnati, OH",CDL-A,Cargo Van,1-2 Years,CLEARED,4.2,1145,753,89.1,96.5,PENDING,PENDING,CLEAN,NO,34.71,10,2025-08-18,2026-03-30,2026-04-08,YES,NO,
RR-00572,Brittany,Patterson,Brittany Patterson,brittany.patterson@hotmail.com,(435) 849-2628,Minneapolis,MN,"Minneapolis, MN",CDL-A,Box Truck,7-10 Years,MATCHING,4.6,783,312,89.8,99.5,PASSED,PENDING,CLEAN,NO,30.97,4,2026-02-18,2026-03-31,2026-04-13,YES,NO,
RR-00573,Miguel,Taylor,Miguel Taylor,miguel_taylor@hotmail.com,(772) 343-7146,Cincinnati,OH,"Cincinnati, OH",CDL-A,Sprinter Van,2-3 Years,STANDBY,3.9,86,519,89.4,97.6,PASSED,PASSED,CLEAN,YES,30.23,12,2025-08-29,2026-04-02,2026-04-11,YES,YES,
RR-00574,Clifton,Torres,Clifton Torres,clifton_torres@hotmail.com,(366) 977-3546,Denver,CO,"Denver, CO",CDL-A,Box Truck,2-3 Years,IN_REVIEW,4.3,429,161,99.8,100.0,PASSED,PASSED,CLEAN,YES,30.48,12,2025-04-24,2026-03-24,2026-04-07,YES,NO,
RR-00575,Amanda,Morris,Amanda Morris,morris.a@hotmail.com,(255) 217-5582,Charlotte,NC,"Charlotte, NC",CDL-B,Cargo Van,1-2 Years,MATCHING,4.5,1015,454,89.1,92.8,PENDING,PENDING,CLEAN,NO,17.1,10,2025-07-28,2026-03-20,2026-04-06,YES,NO,
RR-00576,Earnest,Peterson,Earnest Peterson,earnest_peterson@icloud.com,(917) 787-5992,Charlotte,NC,"Charlotte, NC",CDL-A,Cargo Van,5-7 Years,CLEARED,4.8,1037,194,92.3,95.9,PASSED,PASSED,CLEAN,YES,28.48,9,2025-11-01,2026-03-25,2026-04-15,YES,NO,
RR-00577,Justin,Miller,Justin Miller,justin_miller@outlook.com,(264) 779-1676,Las Vegas,NV,"Las Vegas, NV",CDL-B,Step Van,2-3 Years,STANDBY,4.2,1978,63,94.4,98.3,PENDING,PENDING,MINOR_VIOLATION,NO,23.81,12,2025-12-16,2026-03-10,2026-04-07,YES,NO,
RR-00578,Jessica,Long,Jessica Long,jessica.long@hotmail.com,(880) 826-5042,Tampa,FL,"Tampa, FL",CDL-B,Cargo Van,5-7 Years,CLEARED,4.5,21,97,92.3,94.9,PASSED,PASSED,MINOR_VIOLATION,YES,20.69,7,2025-08-28,2026-03-14,2026-04-16,YES,NO,
RR-00579,Gabriela,Gonzales,Gabriela Gonzales,gabriela.gonzales@yahoo.com,(365) 816-1745,San Francisco,CA,"San Francisco, CA",CDL-B,Sprinter Van,10+ Years,IN_REVIEW,5.0,718,190,97.6,92.1,PASSED,PASSED,CLEAN,YES,19.49,10,2025-08-27,2026-03-10,2026-04-19,YES,NO,
RR-00580,James,Gonzales,James Gonzales,james897@yahoo.com,(409) 232-6056,Nashville,TN,"Nashville, TN",CDL-B,Box Truck,2-3 Years,CLEARED,4.2,1224,779,94.0,93.4,PENDING,PENDING,CLEAN,NO,26.76,6,2025-10-20,2026-03-16,2026-04-10,YES,NO,
RR-00581,Tamara,Watson,Tamara Watson,tamara.watson@gmail.com,(282) 493-5421,Los Angeles,CA,"Los Angeles, CA",CDL-A,Cargo Van,7-10 Years,MATCHING,3.8,119,663,98.7,98.4,PENDING,PASSED,CLEAN,NO,31.58,0,2025-08-27,2026-03-07,2026-04-10,NO,NO,
RR-00582,Kevin,Morris,Kevin Morris,kevin.morris@hotmail.com,(856) 249-5774,New Orleans,LA,"New Orleans, LA",CDL-A,Box Truck,1-2 Years,CLEARED,4.0,98,654,99.4,98.9,PASSED,PASSED,CLEAN,YES,22.4,10,2025-08-01,2026-03-17,2026-04-17,YES,NO,
RR-00583,Angela,Jones,Angela Jones,jones.a@icloud.com,(820) 567-6897,Miami,FL,"Miami, FL",CDL-A,Step Van,3-5 Years,STANDBY,4.9,2381,173,92.7,98.9,PASSED,PASSED,MINOR_VIOLATION,YES,31.44,1,2025-09-29,2026-03-12,2026-04-14,NO,YES,
RR-00584,Samantha,Perez,Samantha Perez,samantha_perez@hotmail.com,(947) 340-3263,San Antonio,TX,"San Antonio, TX",CDL-B,Box Truck,3-5 Years,STANDBY,3.9,2164,326,88.3,95.1,PENDING,PASSED,MINOR_VIOLATION,NO,21.35,13,2025-12-09,2026-04-03,2026-04-17,YES,NO,
